f	m	p	d	mean	sd
0.4	3	5	4	5.141064818413266	0.07923607306204211
0.4	3	5	5	5.0312851445947055	0.05811036300265626
0.5	1	3	1	5.095568985864421	0.19336473022464637
0.5	1	3	2	4.559201712858008	0.17214515394415392
0.5	1	3	3	4.503198882792417	0.17548858370544876
0.5	1	3	4	4.539227308151253	0.1711792424497393
0.5	1	3	5	4.587352799784944	0.19911726409415645
0.5	1	4	1	5.7217790762390734	0.1490284587355636
0.5	1	4	2	4.808096107633196	0.09677340831021014
0.5	1	4	3	4.5405414630281795	0.17655570767885562
0.5	1	4	4	4.527729482719722	0.16868517643539963
0.5	1	4	5	4.521387836884421	0.15496232250871259
0.5	1	5	1	6.000000434294259	8.881784197001252e-16
0.5	1	5	2	5.52816838476839	0.04385747447199216
0.5	1	5	3	4.787173275182804	0.12477183122349737
0.5	1	5	4	4.567689761025449	0.17139920206305254
0.5	1	5	5	4.560681579905694	0.1857392372097965
0.5	2	3	1	5.757662656474144	0.08331576407109774
0.5	2	3	2	4.954698034272465	0.1244509580752179
0.5	2	3	3	4.801332876993105	0.14943275433119205
0.5	2	3	4	4.7985050298001815	0.11413937330699335
0.5	2	3	5	4.766835910060356	0.14802507718902197
0.5	2	4	1	5.998207248575979	0.009216649996160179
0.5	2	4	2	5.506557430786184	0.13770531112408846
0.5	2	4	3	4.873453103787511	0.12475966264671547
0.5	2	4	4	4.836717255664566	0.09856791069653288
0.5	2	4	5	4.786690021534057	0.1257357090941126
0.5	2	5	1	6.000000434294259	8.881784197001252e-16
0.5	2	5	2	5.994790030300132	0.02517161322486233
0.5	2	5	3	5.034884350259617	0.11370177708579955
0.5	2	5	4	4.8447376416986545	0.12831969637276558
0.5	2	5	5	4.816494170835469	0.10458635471332715
0.5	3	3	1	5.838186719256578	0.030517488595535058
0.5	3	3	2	5.073264201268312	0.0648562813784097
0.5	3	3	3	4.861813516012594	0.07030951687929966
0.5	3	3	4	4.869356561369799	0.0906723101992451
0.5	3	3	5	4.861443133510782	0.0720360192695831
0.5	3	4	1	6.000000434294259	8.881784197001252e-16
0.5	3	4	2	5.845988581223552	0.030656547599151998
0.5	3	4	3	5.119159836009378	0.08921561513902414
0.5	3	4	4	4.970428392849056	0.06921475900958272
0.5	3	4	5	4.978432459276111	0.06416968204427483
0.5	3	5	1	6.000000434294259	8.881784197001252e-16
0.5	3	5	2	6.000000434294259	8.881784197001252e-16
0.5	3	5	3	5.728074266883522	0.10947086969517895
0.5	3	5	4	5.034263786893517	0.10569463050483953
0.5	3	5	5	4.9835887411800055	0.10198153809598866
0.6	1	3	1	4.917349164216109	0.1746829409409647
0.6	1	3	2	4.525925197856874	0.20114518193959247
0.6	1	3	3	4.52178703877938	0.20582208410543365
0.6	1	3	4	4.533530508330869	0.20537325467542353
0.6	1	3	5	4.53052801718038	0.2157162205798846
0.6	1	4	1	5.5517119677059314	0.15387828310649762
0.6	1	4	2	4.682778827704916	0.13754165863457266
0.6	1	4	3	4.537855600791553	0.17529422073763903
0.6	1	4	4	4.497399643580476	0.17554667708839342
0.6	1	4	5	4.4848168181968	0.2003545487360348
0.6	1	5	1	6.000000434294259	8.881784197001252e-16
0.6	1	5	2	5.253416145798489	0.05225142958378201
0.6	1	5	3	4.652497144855016	0.12304429173263154
0.6	1	5	4	4.505149546056707	0.2148880680225964
0.6	1	5	5	4.4708506124089835	0.21070294767532927
0.6	2	3	1	5.655446777287949	0.1891373248315432
0.6	2	3	2	4.896382714759005	0.14365268235961848
0.6	2	3	3	4.787574655171648	0.11955303049359209
0.6	2	3	4	4.723665908865874	0.16882328905753718
0.6	2	3	5	4.759308479296989	0.13421861803436258
0.6	2	4	1	5.981935610512021	0.05727703545150583
0.6	2	4	2	5.2645685982780215	0.20437456473545956
0.6	2	4	3	4.776304951199544	0.12845479878145818
0.6	2	4	4	4.805330099896145	0.12719556627956435
0.6	2	4	5	4.80286375566262	0.09496246023079598
0.6	2	5	1	6.000000434294259	8.881784197001252e-16
0.6	2	5	2	5.977695748251172	0.057180254044870996
0.6	2	5	3	4.871553999564124	0.12201979018334135
0.6	2	5	4	4.76651773043951	0.14055241293592274
0.6	2	5	5	4.802790202667573	0.11007565376048178
0.6	3	3	1	5.830136204970565	0.04556127284940947
0.6	3	3	2	5.054466031055863	0.08292188800223196
