f	m	p	d	mean	sd
0.4	1	4	1	3.9818818979620767	0.05307675231101909
0.4	1	4	2	4.0	0.0
0.4	1	4	3	4.0	0.0
0.4	1	4	4	4.0	0.0
0.4	1	4	5	4.0	0.0
0.4	1	5	1	4.1167555713906605	0.15744113484427286
0.4	1	5	2	5.0	0.0
0.4	1	5	3	5.0	0.0
0.4	1	5	4	5.0	0.0
0.4	1	5	5	5.0	0.0
0.4	2	3	1	3.0	0.0
0.4	2	3	2	3.0	0.0
0.4	2	3	3	3.0	0.0
0.4	2	3	4	3.0	0.0
0.4	2	3	5	3.0	0.0
0.4	2	4	1	3.2679914421335017	0.1277859238301486
0.4	2	4	2	4.0	0.0
0.4	2	4	3	4.0	0.0
0.4	2	4	4	4.0	0.0
0.4	2	4	5	4.0	0.0
0.4	2	5	1	3.3129084855312265	0.19107446058402028
0.4	2	5	2	4.3886646279751655	0.12293914458215172
0.4	2	5	3	5.0	0.0
0.4	2	5	4	5.0	0.0
0.4	2	5	5	5.0	0.0
0.4	3	3	1	3.0	0.0
0.4	3	3	2	3.0	0.0
0.4	3	3	3	3.0	0.0
0.4	3	3	4	3.0	0.0
0.4	3	3	5	3.0	0.0
0.4	3	4	1	3.1689902501695992	0.030601130752702748
0.4	3	4	2	4.0	0.0
0.4	3	4	3	4.0	0.0
0.4	3	4	4	4.0	0.0
0.4	3	4	5	4.0	0.0
0.4	3	5	1	3.1636785723180436	0.012942676214933127
0.4	3	5	2	4.158704610273374	0.041397991719853984
0.4	3	5	3	5.0	0.0
0.4	3	5	4	5.0	0.0
0.4	3	5	5	5.0	0.0
0.5	1	3	1	3.0	0.0
0.5	1	3	2	3.0	0.0
0.5	1	3	3	3.0	0.0
0.5	1	3	4	3.0	0.0
0.5	1	3	5	3.0	0.0
0.5	1	4	1	3.9991307776640297	0.004793246031797214
0.5	1	4	2	4.0	0.0
0.5	1	4	3	4.0	0.0
0.5	1	4	4	4.0	0.0
0.5	1	4	5	4.0	0.0
0.5	1	5	1	4.437378401344685	0.1546464224993688
0.5	1	5	2	5.0	0.0
0.5	1	5	3	5.0	0.0
0.5	1	5	4	5.0	0.0
0.5	1	5	5	5.0	0.0
0.5	2	3	1	3.0	0.0
0.5	2	3	2	3.0	0.0
0.5	2	3	3	3.0	0.0
0.5	2	3	4	3.0	0.0
0.5	2	3	5	3.0	0.0
0.5	2	4	1	3.380155917243073	0.23323161805731718
0.5	2	4	2	4.0	0.0
0.5	2	4	3	4.0	0.0
0.5	2	4	4	4.0	0.0
0.5	2	4	5	4.0	0.0
0.5	2	5	1	3.336173469132263	0.23460149479533285
0.5	2	5	2	4.610622075397695	0.15087708269644134
0.5	2	5	3	5.0	0.0
0.5	2	5	4	5.0	0.0
0.5	2	5	5	5.0	0.0
0.5	3	3	1	3.0	0.0
0.5	3	3	2	3.0	0.0
0.5	3	3	3	3.0	0.0
0.5	3	3	4	3.0	0.0
0.5	3	3	5	3.0	0.0
0.5	3	4	1	3.1708291069619126	0.04860574633242665
0.5	3	4	2	4.0	0.0
0.5	3	4	3	4.0	0.0
0.5	3	4	4	4.0	0.0
0.5	3	4	5	4.0	0.0
0.5	3	5	1	3.1747915857531295	0.051908914541870375
0.5	3	5	2	4.171930741383271	0.043669176569023034
0.5	3	5	3	5.0	0.0
0.5	3	5	4	5.0	0.0
0.5	3	5	5	5.0	0.0
0.6	1	3	1	3.0	0.0
0.6	1	3	2	3.0	0.0
0.6	1	3	3	3.0	0.0
0.6	1	3	4	3.0	0.0
0.6	1	3	5	3.0	0.0
0.6	1	4	1	4.0	0.0
0.6	1	4	2	4.0	0.0
0.6	1	4	3	4.0	0.0
0.6	1	4	4	4.0	0.0
0.6	1	4	5	4.0	0.0
0.6	1	5	1	4.775056625335121	0.12279882927076345
0.6	1	5	2	5.0	0.0
0.6	1	5	3	5.0	0.0
0.6	1	5	4	5.0	0.0
0.6	1	5	5	5.0	0.0
0.6	2	3	1	3.0	0.0
0.6	2	3	2	3.0	0.0
0.6	2	3	3	3.0	0.0
0.6	2	3	4	3.0	0.0
0.6	2	3	5	3.0	0.0
0.6	2	4	1	3.4783782916666803	0.2827826311979453
0.6	2	4	2	4.0	0.0
0.6	2	4	3	4.0	0.0
0.6	2	4	4	4.0	0.0
0.6	2	4	5	4.0	0.0
0.6	2	5	1	3.34699577325157	0.21633235659484512
0.6	2	5	2	4.8687430318629525	0.11831177220224527
0.6	2	5	3	5.0	0.0
0.6	2	5	4	5.0	0.0
0.6	2	5	5	5.0	0.0
0.6	3	3	1	3.0	0.0
0.6	3	3	2	3.0	0.0
0.6	3	3	3	3.0	0.0
0.6	3	3	4	3.0	0.0
0.6	3	3	5	3.0	0.0
0.6	3	4	1	3.175147014224649	0.05267163734140007
0.6	3	4	2	4.0	0.0
0.6	3	4	3	4.0	0.0
0.6	3	4	4	4.0	0.0
0.6	3	4	5	4.0	0.0
0.6	3	5	1	3.188460696765024	0.08599757351834181
0.6	3	5	2	4.202290025304652	0.057066455290754825
0.6	3	5	3	5.0	0.0
0.6	3	5	4	5.0	0.0
0.6	3	5	5	5.0	0.0
0.7	1	3	1	3.0	0.0
0.7	1	3	2	3.0	0.0
0.7	1	3	3	3.0	0.0
0.7	1	3	4	3.0	0.0
0.7	1	3	5	3.0	0.0
0.7	1	4	1	4.0	0.0
0.7	1	4	2	4.0	0.0
0.7	1	4	3	4.0	0.0
0.7	1	4	4	4.0	0.0
0.7	1	4	5	4.0	0.0
0.7	1	5	1	4.9813703816434565	0.05809370299442694
0.7	1	5	2	5.0	0.0
0.7	1	5	3	5.0	0.0
0.7	1	5	4	5.0	0.0
0.7	1	5	5	5.0	0.0
0.7	2	3	1	3.0	0.0
0.7	2	3	2	3.0	0.0
0.7	2	3	3	3.0	0.0
0.7	2	3	4	3.0	0.0
0.7	2	3	5	3.0	0.0
0.7	2	4	1	3.4879186631078496	0.2531263061024694
0.7	2	4	2	4.0	0.0
0.7	2	4	3	4.0	0.0
0.7	2	4	4	4.0	0.0
0.7	2	4	5	4.0	0.0
0.7	2	5	1	3.733971468951139	0.5464032522222178
0.7	2	5	2	4.9986083840975155	0.009741311317393659
0.7	2	5	3	5.0	0.0
0.7	2	5	4	5.0	0.0
0.7	2	5	5	5.0	0.0
0.7	3	3	1	3.0	0.0
0.7	3	3	2	3.0	0.0
0.7	3	3	3	3.0	0.0
0.7	3	3	4	3.0	0.0
0.7	3	3	5	3.0	0.0
0.7	3	4	1	3.179893715973756	0.05123749454929083
0.7	3	4	2	4.0	0.0
0.7	3	4	3	4.0	0.0
0.7	3	4	4	4.0	0.0
0.7	3	4	5	4.0	0.0
0.7	3	5	1	3.179547837642707	0.03659389041124633
0.7	3	5	2	4.232012058324821	0.061316518196887985
0.7	3	5	3	5.0	0.0
0.7	3	5	4	5.0	0.0
0.7	3	5	5	5.0	0.0
0.8	1	3	1	3.0	0.0
0.8	1	3	2	3.0	0.0
0.8	1	3	3	3.0	0.0
0.8	1	3	4	3.0	0.0
0.8	1	3	5	3.0	0.0
0.8	1	4	1	4.0	0.0
0.8	1	4	2	4.0	0.0
0.8	1	4	3	4.0	0.0
0.8	1	4	4	4.0	0.0
0.8	1	4	5	4.0	0.0
0.8	1	5	1	4.998368575634739	0.011419970556826958
0.8	1	5	2	5.0	0.0
0.8	1	5	3	5.0	0.0
0.8	1	5	4	5.0	0.0
0.8	1	5	5	5.0	0.0
0.8	2	3	1	3.0	0.0
0.8	2	3	2	3.0	0.0
0.8	2	3	3	3.0	0.0
0.8	2	3	4	3.0	0.0
0.8	2	3	5	3.0	0.0
0.8	2	4	1	3.59783370118265	0.28048702184156366
0.8	2	4	2	4.0	0.0
0.8	2	4	3	4.0	0.0
0.8	2	4	4	4.0	0.0
0.8	2	4	5	4.0	0.0
0.8	2	5	1	3.8192447172936568	0.5549560955798725
0.8	2	5	2	5.0	0.0
0.8	2	5	3	5.0	0.0
0.8	2	5	4	5.0	0.0
0.8	2	5	5	5.0	0.0
0.8	3	3	1	3.0	0.0
0.8	3	3	2	3.0	0.0
0.8	3	3	3	3.0	0.0
0.8	3	3	4	3.0	0.0
0.8	3	3	5	3.0	0.0
0.8	3	4	1	3.217859214387193	0.13461828867698217
0.8	3	4	2	4.0	0.0
0.8	3	4	3	4.0	0.0
0.8	3	4	4	4.0	0.0
0.8	3	4	5	4.0	0.0
0.8	3	5	1	3.188429865467961	0.08945593967530834
0.8	3	5	2	4.3274641549024935	0.12191361292909289
0.8	3	5	3	5.0	0.0
0.8	3	5	4	5.0	0.0
0.8	3	5	5	5.0	0.0
0.9	1	3	1	3.0	0.0
0.9	1	3	2	3.0	0.0
0.9	1	3	3	3.0	0.0
0.9	1	3	4	3.0	0.0
0.9	1	3	5	3.0	0.0
0.9	1	4	1	4.0	0.0
0.9	1	4	2	4.0	0.0
0.9	1	4	3	4.0	0.0
0.9	1	4	4	4.0	0.0
0.9	1	4	5	4.0	0.0
0.9	1	5	1	5.0	0.0
0.9	1	5	2	5.0	0.0
0.9	1	5	3	5.0	0.0
0.9	1	5	4	5.0	0.0
0.9	1	5	5	5.0	0.0
0.9	2	3	1	3.0	0.0
0.9	2	3	2	3.0	0.0
0.9	2	3	3	3.0	0.0
0.9	2	3	4	3.0	0.0
0.9	2	3	5	3.0	0.0
0.9	2	4	1	3.7358608703912726	0.24395588948656421
0.9	2	4	2	4.0	0.0
0.9	2	4	3	4.0	0.0
0.9	2	4	4	4.0	0.0
0.9	2	4	5	4.0	0.0
0.9	2	5	1	3.9474711677648786	0.605868421387416
0.9	2	5	2	5.0	0.0
0.9	2	5	3	5.0	0.0
0.9	2	5	4	5.0	0.0
0.9	2	5	5	5.0	0.0
0.9	3	3	1	3.0	0.0
0.9	3	3	2	3.0	0.0
0.9	3	3	3	3.0	0.0
0.9	3	3	4	3.0	0.0
0.9	3	3	5	3.0	0.0
0.9	3	4	1	3.2157632114232353	0.12100151778136359
0.9	3	4	2	4.0	0.0
0.9	3	4	3	4.0	0.0
0.9	3	4	4	4.0	0.0
0.9	3	4	5	4.0	0.0
0.9	3	5	1	3.183128914667718	0.042306282049436435
0.9	3	5	2	4.40938350736367	0.1514858840184584
0.9	3	5	3	5.0	0.0
0.9	3	5	4	5.0	0.0
0.9	3	5	5	5.0	0.0
1.0	1	3	1	3.0	0.0
1.0	1	3	2	3.0	0.0
1.0	1	3	3	3.0	0.0
1.0	1	3	4	3.0	0.0
1.0	1	3	5	3.0	0.0
1.0	1	4	1	4.0	0.0
1.0	1	4	2	4.0	0.0
1.0	1	4	3	4.0	0.0
1.0	1	4	4	4.0	0.0
1.0	1	4	5	4.0	0.0
1.0	1	5	1	5.0	0.0
1.0	1	5	2	5.0	0.0
1.0	1	5	3	5.0	0.0
1.0	1	5	4	5.0	0.0
1.0	1	5	5	5.0	0.0
1.0	2	3	1	3.0	0.0
1.0	2	3	2	3.0	0.0
1.0	2	3	3	3.0	0.0
1.0	2	3	4	3.0	0.0
1.0	2	3	5	3.0	0.0
1.0	2	4	1	3.842637409911422	0.2048492405505901
1.0	2	4	2	4.0	0.0
1.0	2	4	3	4.0	0.0
1.0	2	4	4	4.0	0.0
1.0	2	4	5	4.0	0.0
1.0	2	5	1	4.078483068168728	0.5523898172004781
1.0	2	5	2	5.0	0.0
1.0	2	5	3	5.0	0.0
1.0	2	5	4	5.0	0.0
1.0	2	5	5	5.0	0.0
1.0	3	3	1	3.0	0.0
1.0	3	3	2	3.0	0.0
1.0	3	3	3	3.0	0.0
1.0	3	3	4	3.0	0.0
1.0	3	3	5	3.0	0.0
1.0	3	4	1	3.237118186382167	0.1476197715049788
1.0	3	4	2	4.0	0.0
1.0	3	4	3	4.0	0.0
1.0	3	4	4	4.0	0.0
1.0	3	4	5	4.0	0.0
1.0	3	5	1	3.2454082347383086	0.2747004076894506
1.0	3	5	2	4.528128435385924	0.173950972782773
1.0	3	5	3	5.0	0.0
1.0	3	5	4	5.0	0.0
1.0	3	5	5	5.0	0.0
