f	m	p	d	mean	sd
0.3	2	3	4	9.24	3.0825963083089554
0.3	2	3	5	10.54	3.7747052865091337
0.3	2	4	1	14.86	4.3543541426944135
0.3	2	4	2	40.96	5.01980079286021
0.3	2	4	3	36.22	8.4930324384168
0.3	2	4	4	34.78	7.8848969555727235
0.3	2	4	5	35.4	9.676776322722356
0.3	2	5	1	13.82	3.9683245834986836
0.3	2	5	2	56.38	8.602069518435666
0.3	2	5	3	116.72	13.94853397314571
0.3	2	5	4	60.32	25.672117170190695
0.3	2	5	5	54.64	29.60321604150468
0.3	3	3	1	0.88	0.9086253353280438
0.3	3	3	2	1.14	1.1663618649458667
0.3	3	3	3	0.96	0.9583318840568752
0.3	3	3	4	0.86	0.8946507698538018
0.3	3	3	5	0.68	0.705407683541936
0.3	3	4	1	1.1	1.02469507659596
0.3	3	4	2	3.82	1.8186808406094785
0.3	3	4	3	4.58	1.9605101376937586
0.3	3	4	4	4.24	2.2499777776680374
0.3	3	4	5	4.58	1.990879202764447
0.3	3	5	1	1.22	0.9856977224281286
0.3	3	5	2	5.22	2.1843992309099542
0.3	3	5	3	15.16	3.54039545813741
0.3	3	5	4	14.64	3.5931045072471806
0.3	3	5	5	14.62	4.063938975919791
0.4	1	3	1	58.86	16.951707878559024
0.4	1	3	2	25.94	10.092393175060115
0.4	1	3	3	23.86	12.740502344884208
0.4	1	3	4	23.42	13.29975939631992
0.4	1	3	5	21.42	12.51413600693232
0.4	1	4	1	86.84	31.579335015164585
0.4	1	4	2	84.46	24.260428685412794
0.4	1	4	3	27.0	13.492219980418344
0.4	1	4	4	22.3	12.839392508993562
0.4	1	4	5	22.7	12.152777460317456
0.4	1	5	1	74.78	36.69293664998756
0.4	1	5	2	232.54	72.0447666385283
0.4	1	5	3	82.64	24.538753024552815
0.4	1	5	4	26.96	14.658731186565909
0.4	1	5	5	20.8	14.069825869569245
0.4	2	3	1	9.62	2.904410439314664
0.4	2	3	2	9.36	2.7185290140073914
0.4	2	3	3	9.74	2.8128988606062606
0.4	2	3	4	9.96	2.7273430293969256
0.4	2	3	5	9.88	3.2226697007295053
0.4	2	4	1	15.08	5.287116416346438
0.4	2	4	2	43.54	5.93703629768254
0.4	2	4	3	29.24	10.343229669692152
0.4	2	4	4	24.26	10.599641503371705
0.4	2	4	5	26.26	11.032334295152591
0.4	2	5	1	16.08	4.511496425799316
0.4	2	5	2	73.08	13.242114634755282
0.4	2	5	3	96.86	17.103227765541803
0.4	2	5	4	35.66	17.37194289652139
0.4	2	5	5	25.66	15.232347159909404
0.4	3	3	1	0.7	0.8544003745317531
0.4	3	3	2	0.86	0.98
0.4	3	3	3	1.04	1.1128342194594845
0.4	3	3	4	0.94	0.8581375181169975
0.4	3	3	5	1.28	1.0007996802557442
0.4	3	4	1	1.3	1.0816653826391966
0.4	3	4	2	4.86	1.8221964767828962
0.4	3	4	3	4.8	1.8439088914585775
0.4	3	4	4	5.18	2.2600000000000002
0.4	3	4	5	4.28	2.1169789795838785
0.4	3	5	1	1.04	0.9372299611087984
0.4	3	5	2	5.7	2.7658633371878665
0.4	3	5	3	20.32	4.225825363168715
0.4	3	5	4	18.0	4.237924020083418
0.4	3	5	5	17.82	5.282764427835108
0.5	1	3	1	41.3	14.32934052913811
0.5	1	3	2	16.2	7.927168473042566
0.5	1	3	3	13.68	6.906344908850122
0.5	1	3	4	15.02	8.154728689539587
0.5	1	3	5	15.2	9.055385138137417
0.5	1	4	1	89.96	45.94952012807098
0.5	1	4	2	56.2	20.390193721492693
0.5	1	4	3	16.84	9.611160179707754
0.5	1	4	4	14.24	7.798871713267246
0.5	1	4	5	13.02	6.944033410057875
0.5	1	5	1	76.62	36.62233744588131
0.5	1	5	2	225.84	60.17918577049709
0.5	1	5	3	52.66	20.022597234125247
0.5	1	5	4	14.74	9.35908115148063
0.5	1	5	5	12.96	7.979874685732853
0.5	2	3	1	9.3	2.9546573405388314
0.5	2	3	2	9.98	3.2464750114547316
0.5	2	3	3	8.86	2.6758923745173306
0.5	2	3	4	8.22	3.0482125910113287
0.5	2	3	5	8.32	2.603382415243677
0.5	2	4	1	17.58	7.266608562458831
0.5	2	4	2	41.2	6.315061361538778
0.5	2	4	3	20.7	9.982484660644364
0.5	2	4	4	15.64	6.74020771193292
0.5	2	4	5	18.28	9.425582210134289
0.5	2	5	1	16.1	5.974110812497539
0.5	2	5	2	105.84	15.90894088240949
0.5	2	5	3	58.1	17.5934646957329
0.5	2	5	4	20.32	9.203129902375604
0.5	2	5	5	17.08	10.021656549692771
0.5	3	3	1	0.96	0.9991996797437437
0.5	3	3	2	1.04	0.8475848040166837
0.5	3	3	3	0.84	0.7578918128598566
0.5	3	3	4	1.06	0.9035485598461215
0.5	3	3	5	1.0	0.916515138991168
0.5	3	4	1	1.16	0.9871170143402452
0.5	3	4	2	5.18	2.160462913359079
0.5	3	4	3	5.1	2.1931712199461306
0.5	3	4	4	5.16	2.1010473578670235
0.5	3	4	5	5.62	2.8767342595380616
0.5	3	5	1	1.22	1.1881077392223316
0.5	3	5	2	6.92	2.448182999695897
0.5	3	5	3	25.96	4.651709363234121
0.5	3	5	4	17.8	6.19354502688081
0.5	3	5	5	16.08	6.707726887701974
0.6	1	3	1	31.16	13.202060445248689
0.6	1	3	2	11.48	6.200774145217676
0.6	1	3	3	11.48	5.766246612832303
0.6	1	3	4	10.08	5.761388721480265
0.6	1	3	5	11.46	5.488934322798916
0.6	1	4	1	94.84	42.19874879661718
0.6	1	4	2	35.04	13.932637941179696
0.6	1	4	3	10.72	5.9162150062349825
0.6	1	4	4	9.42	5.231022844530504
0.6	1	4	5	10.46	5.86245682286872
0.6	1	5	1	86.54	45.21159585770005
0.6	1	5	2	166.76	47.28194581444381
0.6	1	5	3	31.4	13.325164164091937
0.6	1	5	4	7.9	5.7523908073078625
0.6	1	5	5	8.24	4.68
0.6	2	3	1	10.04	2.778200856669654
0.6	2	3	2	8.68	2.4284974778656863
0.6	2	3	3	8.18	2.8961353559528256
0.6	2	3	4	8.0	2.1540659228538015
0.6	2	3	5	8.08	2.583331182794804
0.6	2	4	1	19.24	7.173729852733515
0.6	2	4	2	35.88	9.721399076264692
0.6	2	4	3	11.88	4.777614467493166
0.6	2	4	4	11.32	6.432542265698688
0.6	2	4	5	11.7	5.883026432033091
0.6	2	5	1	17.2	7.391887445030531
0.6	2	5	2	144.12	24.057131998640237
0.6	2	5	3	41.96	12.859175712307534
0.6	2	5	4	12.54	7.261432365587385
0.6	2	5	5	10.18	5.175673869169115
0.6	3	3	1	1.04	0.893532316147547
0.6	3	3	2	1.08	0.9558242516278815
0.6	3	3	3	1.0	1.1489125293076057
0.6	3	3	4	0.98	1.14
0.6	3	3	5	0.84	1.1019981851164729
0.6	3	4	1	1.16	1.3016912076218383
0.6	3	4	2	5.96	2.3660938273872407
0.6	3	4	3	5.26	2.114804955545546
0.6	3	4	4	5.56	2.255304857441672
0.6	3	4	5	5.4	2.172556098240043
0.6	3	5	1	1.5	1.5524174696260025
0.6	3	5	2	8.48	3.869056732589999
0.6	3	5	3	27.44	5.448522735567871
0.6	3	5	4	12.14	6.566612520927362
0.6	3	5	5	11.9	5.8283788483591215
0.7	1	3	1	23.9	9.681425514871247
0.7	1	3	2	9.2	4.445222154178574
0.7	1	3	3	8.02	4.315043452851895
0.7	1	3	4	7.78	3.4715414443730896
0.7	1	3	5	7.9	4.318564576337836
0.7	1	4	1	87.0	27.857494503275056
0.7	1	4	2	25.04	9.350850228722521
0.7	1	4	3	7.92	3.5317984087430587
0.7	1	4	4	7.48	4.486602277893596
0.7	1	4	5	6.66	3.7874001637006884
0.7	1	5	1	95.6	45.11851061371596
0.7	1	5	2	123.8	28.89567441677041
0.7	1	5	3	20.72	9.828611295600208
0.7	1	5	4	6.36	3.1353468707624677
0.7	1	5	5	5.82	2.7618110000505105
0.7	2	3	1	9.66	3.308232156303424
0.7	2	3	2	7.2	2.898275349237888
0.7	2	3	3	7.1	2.677685567799177
0.7	2	3	4	7.14	1.9596938536414306
0.7	2	3	5	7.18	2.321120419107979
0.7	2	4	1	23.74	11.37683611554636
0.7	2	4	2	29.46	8.390971338289745
0.7	2	4	3	10.28	4.795998331942996
0.7	2	4	4	9.12	4.934126062434968
0.7	2	4	5	8.34	3.6857021040773223
0.7	2	5	1	22.96	10.72
0.7	2	5	2	147.4	24.385241438214223
0.7	2	5	3	30.84	8.711739206381239
0.7	2	5	4	8.44	5.869105553659773
0.7	2	5	5	7.36	3.5143135887396277
0.7	3	3	1	0.86	0.8720091742636656
0.7	3	3	2	1.26	1.1101351269102335
0.7	3	3	3	1.14	1.02
0.7	3	3	4	1.3	1.0816653826391966
0.7	3	3	5	1.16	1.1199999999999999
0.7	3	4	1	1.3	1.3892443989449803
0.7	3	4	2	6.88	2.2683915006012523
0.7	3	4	3	5.44	2.2464193731358355
0.7	3	4	4	5.58	1.87712546197637
0.7	3	4	5	5.82	2.169700440152972
0.7	3	5	1	1.4	1.3711309200802086
0.7	3	5	2	9.92	4.325921867070647
0.7	3	5	3	27.04	5.488023323565598
0.7	3	5	4	9.24	3.972706885739244
0.7	3	5	5	9.66	5.694242706453598
0.8	1	3	1	18.64	6.492333940887514
0.8	1	3	2	6.1	2.586503431275512
0.8	1	3	3	6.78	2.9952629266894086
0.8	1	3	4	5.96	2.5765092664300666
0.8	1	3	5	6.56	3.0143656048993126
0.8	1	4	1	67.64	27.044969957461593
0.8	1	4	2	15.32	7.550999933783604
0.8	1	4	3	6.28	3.4930788711393275
0.8	1	4	4	5.4	2.9257477676655586
0.8	1	4	5	5.34	2.596998267230843
0.8	1	5	1	131.22	65.2420999048927
0.8	1	5	2	84.3	27.982315844118403
0.8	1	5	3	12.28	5.906064679632285
0.8	1	5	4	4.9	1.835755975068582
0.8	1	5	5	4.52	2.1094074997496337
0.8	2	3	1	7.82	2.2688322987827902
0.8	2	3	2	6.74	2.076631888419322
0.8	2	3	3	7.08	2.7483813418083014
0.8	2	3	4	5.86	2.0494877408757532
0.8	2	3	5	6.26	2.2610616975217637
0.8	2	4	1	24.56	11.209210498514159
0.8	2	4	2	21.5	7.034912934784623
0.8	2	4	3	6.86	2.932643858363985
0.8	2	4	4	6.4	3.0919249667480613
0.8	2	4	5	6.74	2.9176017548664865
0.8	2	5	1	27.94	13.817973802262038
0.8	2	5	2	120.84	15.425122365803132
0.8	2	5	3	21.7	7.7543536158728275
0.8	2	5	4	6.96	3.9138727623672183
0.8	2	5	5	5.76	2.839436563827408
0.8	3	3	1	1.1	0.9848857801796106
0.8	3	3	2	0.94	0.9676776322722356
0.8	3	3	3	0.66	0.7901898506055364
0.8	3	3	4	0.94	1.0278132126023678
0.8	3	3	5	0.8	0.9591663046625439
0.8	3	4	1	1.8	1.624807680927192
0.8	3	4	2	6.64	2.5436980952935433
0.8	3	4	3	5.92	2.5126878039263056
0.8	3	4	4	5.58	1.778651174345324
0.8	3	4	5	5.54	1.6638509548634457
0.8	3	5	1	1.26	1.2459534501738017
0.8	3	5	2	13.38	5.241717275855309
0.8	3	5	3	19.74	5.226126672785496
0.8	3	5	4	7.7	4.05585995813465
0.8	3	5	5	7.06	2.8524375540929903
0.9	1	3	1	12.28	5.603713054752179
0.9	1	3	2	6.3	2.8930952282978866
0.9	1	3	3	5.34	2.285694642772739
0.9	1	3	4	5.22	2.2741152125607003
0.9	1	3	5	5.02	2.213504009483606
0.9	1	4	1	47.0	18.965231345807517
0.9	1	4	2	13.64	5.55971222276837
0.9	1	4	3	4.44	1.9303885619221846
0.9	1	4	4	4.74	1.7413787640832192
0.9	1	4	5	4.64	1.5589740215924062
0.9	1	5	1	141.74	59.84941436639126
0.9	1	5	2	63.14	25.739471634048744
0.9	1	5	3	8.98	4.438423143414787
0.9	1	5	4	4.38	1.864296113818832
0.9	1	5	5	4.5	1.7691806012954132
0.9	2	3	1	8.62	2.8487892164918063
0.9	2	3	2	5.86	2.0100746254803576
0.9	2	3	3	5.68	1.678570820668583
0.9	2	3	4	6.18	2.5352711886502397
0.9	2	3	5	5.32	1.7713271860387623
0.9	2	4	1	32.36	15.055577039755068
0.9	2	4	2	15.7	4.196427051671457
0.9	2	4	3	6.56	2.316549157691241
0.9	2	4	4	5.26	2.39841614404173
0.9	2	4	5	5.38	2.198999772623908
0.9	2	5	1	29.92	14.413660187474935
0.9	2	5	2	95.34	19.606743737806134
0.9	2	5	3	15.0	6.584831053261731
0.9	2	5	4	5.1	2.1283796653792764
0.9	2	5	5	4.9	1.7578395831246945
0.9	3	3	1	1.0	1.0
0.9	3	3	2	1.1	0.8544003745317531
0.9	3	3	3	1.1	0.9848857801796105
0.9	3	3	4	1.12	1.1249888888340187
0.9	3	3	5	1.1	0.9643650760992956
0.9	3	4	1	1.76	1.9754493159785194
0.9	3	4	2	7.0	2.90516780926679
0.9	3	4	3	5.16	1.9220822042774341
0.9	3	4	4	5.14	1.9288338445807092
0.9	3	4	5	4.68	1.737124060048677
0.9	3	5	1	1.52	1.526302722267113
0.9	3	5	2	16.12	8.444264325564424
0.9	3	5	3	15.84	4.9289349762397965
0.9	3	5	4	5.82	2.826234243653558
0.9	3	5	5	5.46	2.2468644818947134
1.0	1	3	1	10.28	4.552098417213758
1.0	1	3	2	5.06	2.033814150801395
1.0	1	3	3	4.68	1.6178998732925347
1.0	1	3	4	5.0	2.253885533916929
1.0	1	3	5	4.26	1.3972830779766854
1.0	1	4	1	34.8	15.42076522096099
1.0	1	4	2	9.34	3.8709688709675776
1.0	1	4	3	4.44	1.9407215153133126
1.0	1	4	4	4.12	1.36586968631711
1.0	1	4	5	4.0	1.2649110640673518
1.0	1	5	1	112.58	54.08737005993174
1.0	1	5	2	37.28	19.81518609551775
1.0	1	5	3	6.9	2.677685567799177
1.0	1	5	4	3.86	1.3417898494175606
1.0	1	5	5	4.14	1.8762729012593022
1.0	2	3	1	8.0	2.280350850198276
1.0	2	3	2	5.06	1.8045498053531246
1.0	2	3	3	4.44	1.2831211945876353
1.0	2	3	4	5.04	1.6965848048358798
1.0	2	3	5	5.18	1.9255129186790723
1.0	2	4	1	32.68	14.094594708610815
1.0	2	4	2	11.54	4.721059203187353
1.0	2	4	3	5.2	1.6613247725836149
1.0	2	4	4	4.7	1.7233687939614086
1.0	2	4	5	4.52	1.5651198037211083
1.0	2	5	1	33.68	13.312310092542164
1.0	2	5	2	71.52	15.616965134109766
1.0	2	5	3	10.44	4.089792170758803
1.0	2	5	4	4.48	1.7690675509996785
1.0	2	5	5	4.14	1.3712767773137557
1.0	3	3	1	0.78	0.87840765023991
1.0	3	3	2	0.88	0.8400000000000001
1.0	3	3	3	1.16	1.12
1.0	3	3	4	0.94	0.8581375181169975
1.0	3	3	5	1.38	1.12942463227964
1.0	3	4	1	1.96	2.1813757127097566
1.0	3	4	2	7.04	2.0392155354449417
1.0	3	4	3	4.84	1.7816845961056071
1.0	3	4	4	5.04	1.648757107641996
1.0	3	4	5	4.76	1.32
1.0	3	5	1	1.86	3.111334118991402
1.0	3	5	2	20.18	8.67569017427432
1.0	3	5	3	12.3	3.7589892258425004
1.0	3	5	4	5.96	2.3913176284216195
1.0	3	5	5	4.98	1.6672132437093943
