f	m	p	d	mean	sd
0.8	2	3	4	0.53295024	0.17627318196646477
0.8	2	3	5	0.54923328	0.19607059044405817
0.8	2	4	1	0.5395166	0.16292808521712884
0.8	2	4	2	0.81524676	0.0880224412621145
0.8	2	4	3	0.31229251999999996	0.2067373730558885
0.8	2	4	4	0.25084572000000005	0.19742142012132724
0.8	2	4	5	0.30491968	0.2322574235890375
0.8	2	5	1	0.4665266800000001	0.21432162440541921
0.8	2	5	2	0.86192056	0.10881310323452044
0.8	2	5	3	0.7740569599999999	0.11627826791158526
0.8	2	5	4	0.24067424000000004	0.2600806875831083
0.8	2	5	5	0.15831496	0.18083409156428
0.8	3	3	1	0.08873656	0.13977679232607393
0.8	3	3	2	0.17481732	0.19827260879369493
0.8	3	3	3	0.11665172	0.17706725153071529
0.8	3	3	4	0.12853092	0.2026928261890726
0.8	3	3	5	0.13862672	0.20527071993200008
0.8	3	4	1	0.06563028	0.11487397123666267
0.8	3	4	2	0.4062323199999999	0.23886068812506087
0.8	3	4	3	0.5134294399999999	0.2148279611168118
0.8	3	4	4	0.5199901600000001	0.18698055426159801
0.8	3	4	5	0.51257796	0.18369975233014985
0.8	3	5	1	0.05869776	0.12526279196865442
0.8	3	5	2	0.4332668400000001	0.18835255916205226
0.8	3	5	3	0.81682688	0.05586179866658072
0.8	3	5	4	0.37735164000000004	0.23502417457093724
0.8	3	5	5	0.33086688	0.204425550373004
0.9	1	3	1	0.6763852399999999	0.16960756364685625
0.9	1	3	2	0.33635628000000006	0.24969277911225543
0.9	1	3	3	0.21468624000000003	0.18766629034097307
0.9	1	3	4	0.19360144	0.1959068509070737
0.9	1	3	5	0.18101256	0.18701248518408176
0.9	1	4	1	0.74042956	0.15468976553051725
0.9	1	4	2	0.6862587199999999	0.17497310540983607
0.9	1	4	3	0.1261088	0.18468416683668365
0.9	1	4	4	0.1682846	0.2127813448932965
0.9	1	4	5	0.12710708	0.1997026594123213
0.9	1	5	1	0.6882565599999999	0.14492506705965813
0.9	1	5	2	0.78275952	0.10413711296060402
0.9	1	5	3	0.48355036000000007	0.22354232293315376
0.9	1	5	4	0.1460184	0.20432468950060834
0.9	1	5	5	0.1720978	0.22953749104501428
0.9	2	3	1	0.61466684	0.17062495500112052
0.9	2	3	2	0.5710523200000001	0.16858068913673832
0.9	2	3	3	0.57204416	0.15104098410846772
0.9	2	3	4	0.5584499599999999	0.1455969416846329
0.9	2	3	5	0.54441956	0.13111071540788113
0.9	2	4	1	0.6197852400000001	0.1997443821010804
0.9	2	4	2	0.78290796	0.10369985908764967
0.9	2	4	3	0.29667216	0.2208958766872175
0.9	2	4	4	0.20584204000000006	0.19687793311043875
0.9	2	4	5	0.2473262	0.2107517795433291
0.9	2	5	1	0.5296812000000002	0.2354879151182073
0.9	2	5	2	0.86436724	0.11183793043713926
0.9	2	5	3	0.68889948	0.1905551506145389
0.9	2	5	4	0.16051751999999997	0.20098615738943215
0.9	2	5	5	0.16232504000000003	0.21031289414441143
0.9	3	3	1	0.061524	0.1336648627569714
0.9	3	3	2	0.15438264000000002	0.2089842913148986
0.9	3	3	3	0.18995264000000003	0.21491195217109355
0.9	3	3	4	0.1910374	0.2355737200179171
0.9	3	3	5	0.20436324	0.21835683914579454
0.9	3	4	1	0.11008872	0.16915512442524938
0.9	3	4	2	0.5149440399999999	0.23820792406349203
0.9	3	4	3	0.5894648	0.13121762622147987
0.9	3	4	4	0.54905804	0.155153528892895
0.9	3	4	5	0.56709228	0.13839398645895565
0.9	3	5	1	0.07565156	0.12820514656271176
0.9	3	5	2	0.5552518	0.19032379085222112
0.9	3	5	3	0.77155304	0.12385727655539015
0.9	3	5	4	0.28375072	0.2017518948997545
0.9	3	5	5	0.25990992000000007	0.19605026773476644
1.0	1	3	1	0.6173598	0.2371748064638401
1.0	1	3	2	0.24412256	0.20804669635177195
1.0	1	3	3	0.17031680000000002	0.13263879589381078
1.0	1	3	4	0.18900848000000003	0.17792054367298227
1.0	1	3	5	0.15713552000000006	0.1806187198163291
1.0	1	4	1	0.6952782000000001	0.1696267362215049
1.0	1	4	2	0.5517468	0.25393410116232906
1.0	1	4	3	0.1033544	0.1634117311020234
1.0	1	4	4	0.07956076000000001	0.15628168798110162
1.0	1	4	5	0.06944436	0.14113070945627104
1.0	1	5	1	0.68627816	0.15891995283303603
1.0	1	5	2	0.6928234000000001	0.1577558453262509
1.0	1	5	3	0.45454368	0.21173266559975484
1.0	1	5	4	0.11134948	0.2030708092369004
1.0	1	5	5	0.08916395999999999	0.1611547043565232
1.0	2	3	1	0.6531658400000001	0.16313931372803553
1.0	2	3	2	0.56951672	0.14226457203324233
1.0	2	3	3	0.5342732400000001	0.1414561572965362
1.0	2	3	4	0.58700912	0.13192490465543494
1.0	2	3	5	0.5574218000000001	0.1641000125051793
1.0	2	4	1	0.6875342000000001	0.18872145186565306
1.0	2	4	2	0.67582144	0.2006804582629968
1.0	2	4	3	0.26783408000000003	0.21810800083003282
1.0	2	4	4	0.19119748	0.16471104137552403
1.0	2	4	5	0.17404436	0.1644355007283719
1.0	2	5	1	0.61190216	0.22841607485703452
1.0	2	5	2	0.82241392	0.10615568313827387
1.0	2	5	3	0.58778876	0.22575284179717958
1.0	2	5	4	0.14974956	0.19073696461264764
1.0	2	5	5	0.11058412	0.1553176701094425
1.0	3	3	1	0.10151344	0.17727014232206845
1.0	3	3	2	0.1984272	0.2062944833732594
1.0	3	3	3	0.20620996000000003	0.23428756329894765
1.0	3	3	4	0.17471563999999998	0.2224972293845261
1.0	3	3	5	0.23688412	0.2568657017298837
1.0	3	4	1	0.15616571999999998	0.1924605807739382
1.0	3	4	2	0.6371990000000001	0.16253603362467042
1.0	3	4	3	0.5861685999999999	0.1447582426962969
1.0	3	4	4	0.55853216	0.1442120699580115
1.0	3	4	5	0.53243804	0.18193508190318436
1.0	3	5	1	0.11780536	0.15394177497817285
1.0	3	5	2	0.6809708000000001	0.1145087567634895
1.0	3	5	3	0.72570044	0.15647005291660893
1.0	3	5	4	0.32368628	0.22726463131143304
1.0	3	5	5	0.23320824	0.19168410295009441
